org/springframework/data/mongodb/ReactiveMongoDatabaseUtils	doGetSession	(Lorg/springframework/transaction/reactive/TransactionSynchronizationManager;Lorg/springframework/data/mongodb/ReactiveMongoDatabaseFactory;Lorg/springframework/data/mongodb/SessionSynchronization;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits::SECOND|Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;
org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits::WEEK|Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;
org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits::YEAR|Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;
org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits::$values()[Lorg/springframework/data/mongodb/core/aggregation/DateOperators$TemporalUnits;
org/springframework/data/mongodb/core/aggregation/DocumentEnhancingOperation	toDocument	(Lorg/springframework/data/mongodb/core/aggregation/AggregationOperationContext;)Lorg/bson/Document;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::ADD_TO_SET|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::AVG|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::FIRST|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::LAST|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::MAX|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::MIN|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::PUSH|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::STD_DEV_POP|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::STD_DEV_SAMP|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	$values	()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::SUM|Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps::$values()[Lorg/springframework/data/mongodb/core/aggregation/GroupOperation$GroupOps;
org/springframework/data/mongodb/core/aggregation/MergeOperation$UniqueMergeId	toDocument	(Lorg/springframework/data/mongodb/core/aggregation/AggregationOperationContext;)Lorg/bson/Document;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode	$values	()[Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode::INSERT|Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;
org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode	$values	()[Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode::REPLACE_COLLECTION|Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;
org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode	$values	()[Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode::REPLACE|Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;
org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/OutOperation$OutMode::$values()[Lorg/springframework/data/mongodb/core/aggregation/OutOperation$OutMode;
org/springframework/data/mongodb/core/aggregation/ProjectionOperation	inheritsFields	()Z	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::ACCUMULATE_ARGS|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::ACCUMULATE|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::FINALIZE|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::INIT_ARGS|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::INIT|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::LANG|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::MERGE|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields::$values()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Accumulator$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields::ARGS|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields::BODY|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields	$values	()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields::LANG|Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;
org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields::$values()[Lorg/springframework/data/mongodb/core/aggregation/ScriptOperators$Function$Fields;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::DAY|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::DEFAULT|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::HOUR|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::MILLISECOND|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::MINUTE|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::MONTH|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::QUARTER|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::SECOND|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::WEEK|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	$values	()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;	GET_FIELD	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::YEAR|Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits::$values()[Lorg/springframework/data/mongodb/core/aggregation/SetWindowFieldsOperation$WindowUnits;
org/springframework/data/mongodb/core/convert/GeoConverters	<clinit>	()V	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$BoxToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$CircleToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToBoxConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToCircleConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonGeometryCollectionConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonLineStringConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiLineStringConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonMultiPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToGeoJsonPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPointConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToPolygonConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$DocumentToSphereConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoCommandToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPointToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter	<clinit>	()V	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter::$values()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonPolygonToDocumentConverter;
org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonToDocumentConverter	$values	()[Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonToDocumentConverter;	GET_FIELD	org/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonToDocumentConverter::INSTANCE|Lorg/springframework/data/mongodb/core/convert/GeoConverters$GeoJsonToDocumentConverter;
